Timestamp,X-Axis-plate,Y-Axis-plate,Z-Axis-plate,X-Axis-extrusion,Y-Axis-extrusion,Z-Axis-extrusion,Tension
1572437370814,-0.156,-0.168,9.524,0.518,-0.405,-10.96,347.7
1572437370830,-0.188,-0.199,9.629,0.5,0.713,-9.239,347.2
1572437370830,-0.331,-0.212,9.504,0.261,0.731,-10.298,341.2
1572437370830,-0.174,-0.173,9.541,0.501,-0.7,-9.921,342.7
1572437370846,-0.168,-0.217,9.603,0.273,-0.244,-9.741,350.4
1572437370846,-0.173,-0.18,9.534,0.168,0.71,-10.108,343.7
1572437370846,-0.149,-0.129,9.564,0.9,0.523,-10.184,345.7
1572437370861,-0.101,-0.22,9.578,1.354,-0.72,-9.883,341.6
1572437370861,-0.279,-0.23,9.573,0.323,1.317,-10.83,350.8
1572437370861,-0.285,-0.123,9.537,-0.317,0.5,-10.21,347.8
1572437370877,-0.132,-0.223,9.596,0.833,-0.19,-10.68,344.3
1572437370877,-0.178,-0.172,9.589,0.269,0.441,-9.661,354.1
1572437370877,-0.202,-0.199,9.538,0.91,0.487,-10.127,347.9
1572437370893,-0.165,-0.161,9.539,0.39,0.416,-10.26,344.8
1572437370893,-0.7,-0.255,9.645,0.773,-0.17,-9.895,345.7
1572437370893,-0.196,-0.151,9.564,0.19,0.696,-9.993,350.2
1572437370908,-0.234,-0.117,9.608,0.46,0.321,-10.29,349.5
1572437370908,-0.176,-0.269,9.578,0.799,0.398,-9.595,344.8
1572437370908,-0.199,-0.127,9.575,0.253,0.669,-10.63,348.1
1572437370923,-0.215,-0.161,9.612,0.57,0.378,-9.654,347.9
1572437370923,-0.106,-0.194,9.567,0.3,0.618,-10.41,352.9
1572437370923,-0.71,-0.213,9.595,0.612,-0.11,-9.64,348.8
1572437370923,-0.228,-0.155,9.551,0.98,1.23,-9.873,347.1
1572437370939,-0.176,-0.154,9.587,-0.195,0.359,-10.108,350.3
1572437370939,-0.164,-0.234,9.599,0.905,-0.99,-9.8,353.8
1572437370939,-0.218,-0.183,9.592,0.238,0.669,-9.94,349.2
1572437370955,-0.27,-0.163,9.604,0.0,0.354,-9.811,344.6
1572437370955,-0.218,-0.243,9.459,0.263,1.223,-10.249,346.3
1572437370955,-0.69,-0.162,9.674,0.673,0.167,-9.728,346.0
1572437370971,-0.134,-0.96,9.589,0.39,0.88,-9.927,346.1
1572437370971,-0.199,-0.221,9.552,0.264,1.4,-10.21,345.8
1572437370971,-0.189,-0.256,9.59,0.471,-0.161,-9.776,349.7
1572437370986,-0.201,-0.167,9.534,0.53,0.128,-9.897,349.0
1572437370986,-0.268,-0.17,9.626,-0.14,0.77,-9.867,347.6
1572437370986,-0.17,-0.228,9.547,0.401,0.348,-9.994,355.4
1572437371002,-0.122,-0.174,9.57,0.289,-0.82,-10.88,348.8
1572437371002,-0.205,-0.165,9.617,0.766,0.58,-8.957,346.5
1572437371002,-0.29,-0.217,9.351,-0.193,2.224,-10.853,344.5
1572437371018,-0.105,-0.157,9.668,-0.55,-0.756,-9.52,346.4
1572437371018,-0.149,-0.154,9.586,0.837,-0.179,-10.225,340.0
1572437371018,-0.212,-0.168,9.633,0.192,1.387,-9.77,346.4
1572437371033,-0.248,-0.211,9.57,0.164,0.295,-10.39,348.7
1572437371033,-0.17,-0.158,9.506,-0.115,0.12,-10.311,347.9
1572437371033,-0.164,-0.179,9.647,0.272,0.122,-9.532,350.4
